property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,median_price_per_sqft_group,assessment_flag
P-100365,10365,"426 Cedar Ln, Fairfax, VA 21000",426 Cedar Ln,,Fairfax,VA,21000,Fairfax,29.318477,-131.075812,Single Family,4,3.5,6102,16873,1931,93,776274.06,2016-11-12,3440,127.22,789680.57,2022,8554.21,Kenneth Mitchell,True,VA-FA-25812,195.64,Within band
P-100366,10366,"9609 Adams St, Charleston, SC 75070",9609 Adams St,,Charleston,SC,75070,Charleston,44.440969,-136.287314,Single Family,7,3.5,3297,12870,2014,10,424161.52,2017-11-21,3066,128.65,433996.85,2023,4607.35,Michael Lopez,True,SC-CH-45985,121.9,Within band
P-100367,10367,"6790 Adams St, Portland, OR 87264",6790 Adams St,,Portland,OR,87264,Multnomah,22.482023,-110.588113,Single Family,3,5.0,4071,11851,2007,17,595616.03,2023-03-03,1138,146.31,633634.24,2022,7829.17,Melissa White,False,OR-MU-12762,291.42,Within band
P-100368,10368,"670 Cedar Ln, Apt 10B, Boise, ID 98027",670 Cedar Ln,Apt 10B,Boise,ID,98027,Ada,27.351409,-108.912672,Condo,6,3.5,6213,8212,1988,36,796223.29,2016-08-31,3513,128.15,742654.06,2022,14049.14,Betty Taylor,True,ID-AD-40862,107.43,Within band
P-100369,10369,"7290 Ridgewood Rd, Bronx, NY 94466",7290 Ridgewood Rd,,Bronx,NY,94466,Bronx,31.766654,-154.052294,Single Family,7,4.5,4459,11224,1962,62,2638027.35,2016-06-13,3592,591.62,2837366.88,2022,62422.07,George Taylor,True,NY-BR-56118,408.84,Within band
P-100370,10370,"9965 Ridgewood Rd, Pittsburgh, PA 69409",9965 Ridgewood Rd,,Pittsburgh,PA,69409,Allegheny,39.423068,-90.708136,Single Family,6,4.5,5851,8080,1920,104,432516.24,2019-03-28,2574,73.92,385659.27,2024,3465.84,William Thomas,True,PA-AL-95089,120.29,Under-assessed
P-100371,10371,"9832 Willow Way, Jacksonville, FL 51864",9832 Willow Way,,Jacksonville,FL,51864,Duval,32.964482,-81.004992,Single Family,3,2.0,6231,15947,1961,63,743632.36,2024-01-21,814,119.34,613734.43,2023,6249.46,Anthony Torres,True,FL-DU-13010,138.34,Under-assessed
P-100372,10372,"3847 Pine Rd, Fort Wayne, IN 70610",3847 Pine Rd,,Fort Wayne,IN,70610,Allen,26.254054,-95.99028,Single Family,1,4.0,5662,12689,1996,28,322923.07,2025-04-14,365,57.03,351149.73,2022,6800.69,Linda Smith,False,IN-AL-67037,248.46,Within band
P-100373,10373,"8196 Park Way, Apt 1C, Kansas City, MO 39423",8196 Park Way,Apt 1C,Kansas City,MO,39423,Jackson,39.909438,-140.422658,Condo,3,4.5,3729,5862,1975,49,787943.43,2019-07-22,2458,211.3,681311.03,2023,11391.86,Richard Clark,True,MO-JA-29129,180.87,Under-assessed
P-100374,10374,"3958 Harbor View Blvd, Durham, NC 42547",3958 Harbor View Blvd,,Durham,NC,42547,Durham,30.7954,-97.468764,Single Family,1,1.0,4441,6623,1961,63,880031.36,2021-10-28,1629,198.16,885360.6,2024,11157.27,Sandra Mitchell,True,NC-DU-19575,151.03,Within band
P-100375,10375,"9225 Cedar Ln, Apt 6E, Miami, FL 16830",9225 Cedar Ln,Apt 6E,Miami,FL,16830,Miami-Dade,29.820857,-136.568795,Townhouse,5,1.0,643,4798,1984,40,603333.14,2022-11-21,1240,938.31,659598.28,2024,8212.54,Emily Williams,True,FL-MI-44116,130.82,Within band
P-100376,10376,"5657 Lakeshore Dr, Arlington, VA 27290",5657 Lakeshore Dr,,Arlington,VA,27290,Arlington,23.375671,-95.207765,Multi Family,2,3.0,1557,6689,1925,99,1474219.92,2020-09-07,2045,946.83,1564890.15,2023,26562.26,Sandra Jackson,False,VA-AR-44500,252.96,Within band
P-100377,10377,"4421 Ridgewood Rd, Wichita, KS 67117",4421 Ridgewood Rd,,Wichita,KS,67117,Sedgwick,44.655803,-129.547766,Single Family,7,2.0,5152,15923,2001,23,742611.74,2025-09-08,218,144.14,636177.64,2022,6844.21,Robert Walker,True,KS-SE-71228,104.04,Under-assessed
P-100378,10378,"2000 Orchard Ln, Apt 19E, Saint Paul, MN 15346",2000 Orchard Ln,Apt 19E,Saint Paul,MN,15346,Ramsey,32.700272,-70.972783,Condo,4,4.5,4638,6481,2012,12,796165.85,2024-11-23,507,171.66,720435.58,2022,13269.04,Susan Hernandez,False,MN-RA-45755,159.96,Under-assessed
P-100379,10379,"9660 Main St, Waukegan, IL 78945",9660 Main St,,Waukegan,IL,78945,Lake,41.321462,-141.29051,Single Family,2,4.5,6145,7690,1962,62,140250.49,2018-08-23,2791,22.82,153490.18,2022,3223.29,Donna Miller,False,IL-LA-30155,104.35,Within band
P-100380,10380,"1428 Lakeshore Dr, Apt 26C, San Antonio, TX 96447",1428 Lakeshore Dr,Apt 26C,San Antonio,TX,96447,Bexar,33.71616,-102.332964,Condo,5,1.0,3298,4016,2003,21,605444.59,2021-03-15,1856,183.58,543371.17,2024,10867.42,Kenneth Rodriguez,True,TX-BE-16380,158.16,Under-assessed
P-100381,10381,"1009 Elm St, Henderson, NV 81716",1009 Elm St,,Henderson,NV,81716,Clark,46.225355,-123.818989,Multi Family,3,2.0,2566,9101,1931,93,135999.39,2023-12-13,853,53.0,115447.46,2023,1318.32,Ronald Adams,True,NV-CL-49131,178.76,Under-assessed
P-100382,10382,"7183 Clearwater Ct, Fairfax, VA 99779",7183 Clearwater Ct,,Fairfax,VA,99779,Fairfax,36.993111,-125.763149,Single Family,7,3.5,4799,8073,1982,42,834530.9,2021-12-06,1590,173.9,786905.81,2024,11964.19,Jennifer Carter,True,VA-FA-58265,195.64,Within band
P-100383,10383,"3153 Summit Rd, Apt 10B, Wichita, KS 92665",3153 Summit Rd,Apt 10B,Wichita,KS,92665,Sedgwick,32.289453,-153.481886,Townhouse,4,2.5,5905,17148,2011,13,240954.37,2020-09-23,2029,40.81,230878.53,2024,3300.67,Charles Robinson,True,KS-SE-72601,168.12,Within band
P-100384,10384,"5021 Monroe Blvd, Apt 25E, Jacksonville, FL 78562",5021 Monroe Blvd,Apt 25E,Jacksonville,FL,78562,Duval,32.334893,-107.537395,Condo,1,1.0,4805,6568,1985,39,451432.55,2025-03-22,388,93.95,424074.36,2024,6285.52,Thomas Thompson,True,FL-DU-20717,145.87,Within band
P-100385,10385,"1966 Lakeshore Dr, Dallas, TX 33534",1966 Lakeshore Dr,,Dallas,TX,33534,Dallas,41.833693,-83.666845,Single Family,1,4.0,6370,11246,1960,64,578022.54,2021-03-07,1864,90.74,593748.38,2023,11874.97,Thomas Perez,False,TX-DA-34535,115.36,Within band
P-100386,10386,"3132 Pine Rd, Waukegan, IL 89174",3132 Pine Rd,,Waukegan,IL,89174,Lake,27.871918,-98.413438,Multi Family,5,1.0,647,7117,1934,90,130377.59,2018-12-05,2687,201.51,122963.79,2024,2582.24,Brian Mitchell,False,IL-LA-73795,177.46,Within band
P-100387,10387,"6010 Creekside Dr, Apt 25D, Aurora, CO 49669",6010 Creekside Dr,Apt 25D,Aurora,CO,49669,Arapahoe,23.322331,-145.245087,Condo,1,1.0,6301,9384,1923,101,551075.38,2019-01-04,2657,87.46,464857.57,2022,6149.82,Kevin Wright,True,CO-AR-49441,256.52,Under-assessed
P-100389,10389,"8221 Heritage Ln, Apt 16E, Pittsburgh, PA 14851",8221 Heritage Ln,Apt 16E,Pittsburgh,PA,14851,Allegheny,33.918658,-114.709216,Townhouse,6,4.5,2499,14201,1927,97,532080.87,2021-07-20,1729,212.92,517672.66,2024,4535.91,Carol Clark,False,PA-AL-25327,212.18,Within band
P-100390,10390,"5781 Harbor View Blvd, Apt 24D, Boise, ID 67177",5781 Harbor View Blvd,Apt 24D,Boise,ID,67177,Ada,21.551384,-131.943062,Condo,4,3.5,4189,7991,1984,40,291367.83,2018-08-08,2806,69.56,262739.75,2024,4792.75,Melissa Nelson,True,ID-AD-48455,107.43,Under-assessed
P-100391,10391,"6002 Riverside Dr, Pittsburgh, PA 31237",6002 Riverside Dr,,Pittsburgh,PA,31237,Allegheny,37.478823,-132.426222,Single Family,6,4.5,1657,4496,1945,79,241924.99,2020-10-06,2016,146.0,200863.33,2023,3880.01,Dorothy Martin,True,PA-AL-82984,120.29,Under-assessed
P-100392,10392,"397 Hillcrest Ave, Apt 9B, San Diego, CA 44184",397 Hillcrest Ave,Apt 9B,San Diego,CA,44184,San Diego,30.461663,-143.201325,Condo,1,1.5,3366,10421,1934,90,2333566.91,2024-12-05,495,693.28,2260279.92,2023,25075.24,Nancy Thompson,False,CA-SA-83010,453.06,Within band
P-100393,10393,"1806 Cedar Ln, Cambridge, MA 67386",1806 Cedar Ln,,Cambridge,MA,67386,Middlesex,42.173152,-73.249702,Single Family,1,1.5,5207,5894,1984,40,771503.81,2019-03-21,2581,148.17,644528.02,2022,12202.09,William Campbell,True,MA-MI-67870,390.17,Under-assessed
P-100394,10394,"8265 River Blvd, Boston, MA 30223",8265 River Blvd,,Boston,MA,30223,Suffolk,38.147964,-127.889145,Single Family,1,2.5,4197,11008,2018,6,2795551.15,2023-07-14,1005,666.08,2936569.96,2023,35520.28,Paul Hernandez,True,MA-SU-58815,390.17,Within band
P-100395,10395,"6008 Monroe Blvd, Apt 3A, Pittsburgh, PA 29871",6008 Monroe Blvd,Apt 3A,Pittsburgh,PA,29871,Allegheny,40.959966,-110.920426,Condo,2,4.0,3986,10692,1978,46,862435.62,2020-06-29,2115,216.37,895537.8,2023,17306.16,Donald Martinez,False,PA-AL-77809,115.78,Within band
P-100396,10396,"5257 Creekside Dr, Nashville, TN 31538",5257 Creekside Dr,,Nashville,TN,31538,Davidson,32.502915,-122.785835,Single Family,6,2.0,5306,6253,2000,24,884436.72,2017-04-28,3273,166.69,882763.8,2024,17365.67,Mark Sanchez,False,TN-DA-82562,143.46,Within band
P-100397,10397,"5239 Hillcrest Ave, Apt 29C, Aurora, CO 11035",5239 Hillcrest Ave,Apt 29C,Aurora,CO,11035,Arapahoe,42.915594,-78.681859,Townhouse,2,4.0,4255,14804,1946,78,1365095.71,2019-04-13,2558,320.82,1414925.08,2024,18826.61,Matthew Adams,True,CO-AR-35859,257.12,Within band
P-100398,10398,"705 Valley View Dr, San Francisco, CA 61117",705 Valley View Dr,,San Francisco,CA,61117,San Francisco,40.215115,-92.615457,Single Family,5,5.0,2925,6426,1931,93,2010598.4,2022-10-13,1279,687.38,1922937.84,2024,19076.17,Mary Wright,True,CA-SA-41632,449.01,Within band
P-100399,10399,"7026 Birch St, Apt 19E, Aurora, CO 24475",7026 Birch St,Apt 19E,Aurora,CO,24475,Arapahoe,40.397633,-83.782241,Condo,6,5.0,3503,5531,1926,98,1207871.93,2024-11-19,511,344.81,1128902.55,2024,19013.32,Ashley Perez,False,CO-AR-86230,256.52,Within band
P-100400,10400,"3931 Hillcrest Ave, Apt 23D, Oklahoma City, OK 49216",3931 Hillcrest Ave,Apt 23D,Oklahoma City,OK,49216,Oklahoma,28.540191,-88.723334,Townhouse,6,2.0,6451,12638,1986,38,695259.61,2025-02-06,432,107.78,624589.31,2024,6439.93,Stephanie White,True,OK-OK-29209,135.38,Under-assessed
P-100401,10401,"1442 Pine Rd, Apt 23D, Philadelphia, PA 18151",1442 Pine Rd,Apt 23D,Philadelphia,PA,18151,Philadelphia,32.259498,-145.684491,Condo,4,1.5,3625,14714,1987,37,434147.89,2020-01-06,2290,119.76,414907.97,2023,7660.93,Donna Young,False,PA-PH-67682,115.78,Within band
P-100402,10402,"2768 Sunset Blvd, Pittsburgh, PA 76294",2768 Sunset Blvd,,Pittsburgh,PA,76294,Allegheny,24.368785,-95.129901,Single Family,6,5.0,4934,6868,2008,16,285861.18,2020-12-22,1939,57.94,231485.3,2022,4474.34,Margaret Davis,False,PA-AL-63558,120.29,Under-assessed
P-100403,10403,"2080 Meadow Ln, Orlando, FL 84942",2080 Meadow Ln,,Orlando,FL,84942,Orange,28.67415,-111.518358,Single Family,3,3.0,3667,8635,1957,67,499021.92,2017-05-30,3241,136.08,420606.02,2024,5493.57,Lisa Jackson,True,FL-OR-74067,138.34,Under-assessed
P-100404,10404,"2104 Hillcrest Ave, Apt 5C, Austin, TX 18855",2104 Hillcrest Ave,Apt 5C,Austin,TX,18855,Travis,44.066303,-120.670962,Townhouse,3,4.5,3367,9548,1980,44,770878.79,2016-12-07,3415,228.95,756781.66,2022,15135.63,Ashley Carter,True,TX-TR-68861,143.56,Within band
P-100406,10406,"9264 Pine Rd, Boise, ID 35221",9264 Pine Rd,,Boise,ID,35221,Ada,46.311961,-109.860413,Single Family,5,5.0,2151,9947,1984,40,819554.14,2024-12-07,493,381.01,817485.85,2024,8303.14,Mary Moore,False,ID-AD-42150,144.4,Within band
P-100407,10407,"7378 Pine Rd, New Orleans, LA 79932",7378 Pine Rd,,New Orleans,LA,79932,Orleans,37.081653,-122.043586,Single Family,4,1.0,3384,10544,1943,81,443650.41,2016-08-22,3522,131.1,425181.48,2023,4713.62,Linda Miller,True,LA-OR-47401,131.1,Within band
P-100408,10408,"3092 Adams St, Manhattan, NY 21747",3092 Adams St,,Manhattan,NY,21747,New York,25.087025,-74.161669,Single Family,1,3.5,2086,2531,2011,13,628430.44,2021-11-28,1598,301.26,521360.51,2022,11469.93,Daniel Taylor,True,NY-NE-25855,408.84,Under-assessed
P-100409,10409,"3418 Monroe Blvd, Apt 22A, San Diego, CA 88250",3418 Monroe Blvd,Apt 22A,San Diego,CA,88250,San Diego,36.529771,-114.110789,Condo,4,1.5,2806,3799,1960,64,1867711.78,2021-09-19,1668,665.61,1530846.55,2022,19732.5,Joseph Johnson,True,CA-SA-86830,453.06,Under-assessed
P-100410,10410,"9188 Lake Dr, Apt 10B, Charlotte, NC 49926",9188 Lake Dr,Apt 10B,Charlotte,NC,49926,Mecklenburg,36.058509,-118.199544,Condo,2,2.0,3658,12512,1941,83,729978.46,2020-04-03,2202,199.56,792598.78,2024,10637.39,James Robinson,False,NC-ME-91360,140.0,Within band
P-100411,10411,"1085 Riverside Dr, Austin, TX 45822",1085 Riverside Dr,,Austin,TX,45822,Travis,36.843495,-83.964568,Multi Family,3,2.5,5393,13754,1956,68,155478.09,2017-12-29,3028,28.83,149294.23,2022,2985.88,Betty Hall,True,TX-TR-28304,126.59,Within band
P-100412,10412,"4678 Summit Rd, Apt 21A, Fort Wayne, IN 37636",4678 Summit Rd,Apt 21A,Fort Wayne,IN,37636,Allen,37.176801,-73.704706,Townhouse,6,3.5,5803,10085,2016,8,672048.19,2023-03-22,1119,115.81,587221.25,2023,7105.12,Ashley Hill,True,IN-AL-27527,176.97,Under-assessed
P-100413,10413,"7907 Main St, Tulsa, OK 11255",7907 Main St,,Tulsa,OK,11255,Tulsa,38.82672,-121.054816,Single Family,7,4.0,5008,6337,2020,4,803841.83,2018-12-24,2668,160.51,661768.36,2022,12382.26,Brian Lewis,False,OK-TU-56267,128.71,Under-assessed
P-100414,10414,"9951 Hillcrest Ave, Cincinnati, OH 60692",9951 Hillcrest Ave,,Cincinnati,OH,60692,Hamilton,25.695446,-90.186972,Single Family,1,4.5,3634,6795,1976,48,127303.38,2017-12-13,3044,35.03,102598.19,2023,1658.67,Melissa Thompson,True,OH-HA-90405,208.92,Under-assessed
P-100415,10415,"5067 Madison Ave, Albuquerque, NM 40704",5067 Madison Ave,,Albuquerque,NM,40704,Bernalillo,46.973157,-72.845204,Single Family,3,4.5,6367,17949,1997,27,283087.33,2024-01-31,804,44.46,310059.63,2024,3954.2,Karen Torres,True,NM-BE-32344,119.2,Within band
P-100416,10416,"3274 Washington Ave, Indianapolis, IN 18566",3274 Washington Ave,,Indianapolis,IN,18566,Marion,36.586361,-92.100311,Single Family,3,2.5,4885,16827,2020,4,333975.82,2016-10-10,3473,68.37,335109.21,2024,5406.25,Michelle Taylor,False,IN-MA-69497,248.46,Within band
P-100417,10417,"7097 Cedar Ln, Apt 13B, Austin, TX 52336",7097 Cedar Ln,Apt 13B,Austin,TX,52336,Travis,32.462527,-70.425737,Condo,1,5.0,4422,12541,1966,58,523460.39,2025-10-17,179,118.38,557558.98,2022,11151.18,Mark Wright,True,TX-TR-10676,158.16,Within band
P-100418,10418,"1440 Oak Ave, Reno, NV 39573",1440 Oak Ave,,Reno,NV,39573,Washoe,46.919534,-120.127638,Single Family,2,2.5,1947,7341,1959,65,169018.42,2019-04-09,2562,86.81,140119.28,2023,1847.25,Mary Nguyen,False,NV-WA-53817,117.32,Under-assessed
P-100419,10419,"4149 River Blvd, Raleigh, NC 72072",4149 River Blvd,,Raleigh,NC,72072,Wake,27.316519,-127.350229,Single Family,7,3.5,4857,8735,1929,95,725084.59,2019-05-03,2538,149.29,675458.96,2022,10472.44,Donna Davis,True,NC-WA-17954,151.03,Within band
P-100420,10420,"6283 Ridgewood Rd, Fort Worth, TX 18523",6283 Ridgewood Rd,,Fort Worth,TX,18523,Tarrant,41.740125,-151.605806,Single Family,1,3.0,5603,15862,1975,49,171316.4,2018-09-07,2776,30.58,139920.44,2022,2798.41,Anthony Sanchez,True,TX-TA-63884,115.36,Under-assessed
P-100421,10421,"9923 Main St, Apt 19B, Tucson, AZ 69429",9923 Main St,Apt 19B,Tucson,AZ,69429,Pima,31.173881,-87.820673,Townhouse,5,1.5,3382,14046,2006,18,730684.73,2021-03-11,1860,216.05,697923.65,2024,7195.44,Michael Smith,True,AZ-PI-18853,81.85,Within band
P-100422,10422,"2164 Birch St, Apt 29E, Lexington, KY 43591",2164 Birch St,Apt 29E,Lexington,KY,43591,Fayette,30.417867,-115.118261,Townhouse,4,2.0,2591,4846,2022,2,154375.21,2024-11-07,523,59.58,137934.26,2023,1952.81,Carol Carter,True,KY-FA-86502,129.87,Under-assessed
P-100424,10424,"3202 Riverside Dr, Apt 15E, Nashville, TN 71263",3202 Riverside Dr,Apt 15E,Nashville,TN,71263,Davidson,36.893701,-128.190347,Townhouse,5,3.5,5647,10556,1973,51,376322.86,2025-02-08,430,66.64,352347.57,2022,4915.66,James Green,True,TN-DA-40182,80.48,Within band
P-100425,10425,"4016 Riverside Dr, Waukegan, IL 53452",4016 Riverside Dr,,Waukegan,IL,53452,Lake,42.39269,-124.295673,Multi Family,2,1.0,3572,3734,1929,95,399151.6,2020-01-23,2273,111.74,333114.68,2023,6995.41,Kevin Nguyen,False,IL-LA-57174,177.46,Under-assessed
P-100426,10426,"586 Lincoln Rd, Apt 26A, Los Angeles, CA 35929",586 Lincoln Rd,Apt 26A,Los Angeles,CA,35929,Los Angeles,28.528673,-137.951781,Condo,6,2.0,3383,12468,1951,73,994551.36,2026-01-15,89,293.99,848176.5,2023,16054.1,Mary Baker,True,CA-LO-95835,453.06,Under-assessed
P-100427,10427,"3544 Clearwater Ct, Nashville, TN 69795",3544 Clearwater Ct,,Nashville,TN,69795,Davidson,27.363973,-86.574564,Single Family,5,4.0,6424,7495,1935,89,232657.15,2024-10-25,536,36.22,241607.34,2022,3476.89,George White,True,TN-DA-66300,143.46,Within band
P-100428,10428,"4106 Maple Dr, Apt 26E, Honolulu, HI 90744",4106 Maple Dr,Apt 26E,Honolulu,HI,90744,Honolulu,36.564136,-82.664117,Condo,7,2.0,3284,7333,1926,98,2369850.38,2023-02-21,1148,721.64,2516438.54,2024,49374.06,Dorothy Wilson,False,HI-HO-71691,653.3,Within band
P-100429,10429,"2843 Birch St, Apt 21E, Oakland, CA 60871",2843 Birch St,Apt 21E,Oakland,CA,60871,Alameda,40.909663,-100.878774,Condo,3,4.5,4850,12456,1942,82,1431560.56,2022-02-02,1532,295.17,1370923.52,2023,22740.6,Dorothy Walker,True,CA-AL-62552,453.06,Within band
P-100430,10430,"699 Jefferson St, Apt 12B, Billings, MT 38773",699 Jefferson St,Apt 12B,Billings,MT,38773,Yellowstone,44.714443,-117.669034,Condo,4,2.5,3106,10069,1968,56,565668.9,2016-11-01,3451,182.12,516021.39,2024,4653.02,Ronald Garcia,True,MT-YE-78002,182.12,Within band
P-100431,10431,"774 Lakeshore Dr, New Orleans, LA 77143",774 Lakeshore Dr,,New Orleans,LA,77143,Orleans,37.459834,-119.929096,Single Family,4,4.0,3610,11761,1960,64,332955.18,2026-01-02,102,92.23,284300.35,2022,3180.61,John Thompson,False,LA-OR-48603,131.1,Under-assessed
P-100432,10432,"8501 Pine Rd, Boston, MA 46231",8501 Pine Rd,,Boston,MA,46231,Suffolk,45.555057,-148.438407,Single Family,3,1.0,5073,8354,1962,62,1049771.28,2022-08-04,1349,206.93,918557.32,2024,16338.17,Amanda Moore,True,MA-SU-89171,390.17,Under-assessed
P-100433,10433,"8998 Adams St, Apt 16B, Brooklyn, NY 11118",8998 Adams St,Apt 16B,Brooklyn,NY,11118,Kings,41.407016,-132.479461,Townhouse,7,4.0,3923,13424,2016,8,2448690.95,2020-12-27,1934,624.19,2439452.8,2022,53667.96,Joseph Anderson,False,NY-KI-37508,521.74,Within band
P-100434,10434,"9717 Lakeshore Dr, Apt 27C, Charleston, SC 70476",9717 Lakeshore Dr,Apt 27C,Charleston,SC,70476,Charleston,30.027479,-149.528801,Condo,4,4.0,2316,9503,1977,47,785296.42,2025-12-11,124,339.07,716512.35,2024,13244.73,Lisa Mitchell,True,SC-CH-96356,144.56,Within band
P-100435,10435,"3794 Willow Way, Apt 13B, Nashville, TN 65799",3794 Willow Way,Apt 13B,Nashville,TN,65799,Davidson,39.172714,-121.906922,Condo,3,3.5,5408,5788,1992,32,732579.09,2024-09-21,570,135.46,619840.57,2023,9184.98,Joshua Hill,True,TN-DA-61234,138.25,Under-assessed
P-100436,10436,"1143 Forest Glen Rd, Troy, MI 34685",1143 Forest Glen Rd,,Troy,MI,34685,Oakland,33.581608,-128.390801,Single Family,6,3.0,1363,4171,1933,91,646410.72,2024-04-16,728,474.26,523345.59,2024,7975.98,Mary Lopez,True,MI-OA-60579,152.83,Under-assessed
P-100438,10438,"2228 Jefferson St, Naperville, IL 50600",2228 Jefferson St,,Naperville,IL,50600,DuPage,32.453318,-95.25857,Single Family,2,3.0,5412,8737,1984,40,679082.2,2021-02-19,1880,125.48,599379.88,2022,12586.98,Donald Jones,False,IL-DU-89278,104.35,Under-assessed
P-100439,10439,"8715 Valley View Dr, Apt 24D, Charlotte, NC 84609",8715 Valley View Dr,Apt 24D,Charlotte,NC,84609,Mecklenburg,44.299844,-116.962203,Townhouse,1,1.5,2958,13546,1978,46,390489.84,2016-10-31,3452,132.01,395759.26,2023,5023.41,Susan Clark,True,NC-ME-90967,129.09,Within band
P-100440,10440,"6402 Washington Ave, Kansas City, MO 84529",6402 Washington Ave,,Kansas City,MO,84529,Jackson,23.531656,-96.217906,Single Family,2,2.0,2842,13132,1988,36,347673.88,2025-07-14,274,122.33,350946.6,2024,6607.21,Dorothy Clark,False,MO-JA-82459,127.4,Within band
P-100441,10441,"6141 Elm St, Tampa, FL 23791",6141 Elm St,,Tampa,FL,23791,Hillsborough,34.366463,-89.182574,Multi Family,4,2.0,2670,6067,1984,40,154815.43,2025-12-25,110,57.98,127251.88,2024,2049.71,Ashley Harris,True,FL-HI-62342,133.09,Under-assessed
P-100442,10442,"6599 Maple Dr, Lawrenceville, GA 11407",6599 Maple Dr,,Lawrenceville,GA,11407,Gwinnett,27.641052,-95.308334,Single Family,3,4.5,4571,12129,1928,96,184387.93,2018-11-30,2692,40.34,160913.15,2023,1558.13,Karen Hernandez,True,GA-GW-12367,150.1,Under-assessed
P-100443,10443,"1746 Washington Ave, Tulsa, OK 48554",1746 Washington Ave,,Tulsa,OK,48554,Tulsa,24.290012,-92.494156,Single Family,1,1.0,6149,10625,1939,85,463713.23,2024-04-15,729,75.41,401112.75,2022,7505.72,Andrew Wilson,True,OK-TU-16259,128.71,Under-assessed
P-100444,10444,"8666 River Blvd, Apt 22A, Honolulu, HI 61199",8666 River Blvd,Apt 22A,Honolulu,HI,61199,Honolulu,39.294188,-118.373158,Townhouse,1,1.0,3691,6996,1951,73,1592666.35,2023-08-10,978,431.5,1369686.22,2022,17888.37,James Perez,False,HI-HO-99123,660.61,Under-assessed
P-100445,10445,"1682 Broadway, Apt 1D, Phoenix, AZ 31895",1682 Broadway,Apt 1D,Phoenix,AZ,31895,Maricopa,22.166332,-112.412491,Townhouse,3,5.0,5734,8839,1999,25,281553.07,2020-03-17,2219,49.1,258611.89,2023,2443.79,Jessica Miller,True,AZ-MA-32756,81.85,Within band
P-100446,10446,"5281 Main St, Apt 20C, Billings, MT 61011",5281 Main St,Apt 20C,Billings,MT,61011,Yellowstone,26.63835,-137.851631,Condo,6,3.5,959,2062,1947,77,440655.53,2017-09-04,3144,459.49,431692.92,2022,7144.68,Kenneth Hernandez,True,MT-YE-22418,182.12,Within band
P-100447,10447,"6466 Lake Dr, Apt 8A, Albuquerque, NM 53522",6466 Lake Dr,Apt 8A,Albuquerque,NM,53522,Bernalillo,25.646273,-90.730683,Townhouse,7,4.5,1153,6643,1922,102,594655.99,2019-09-21,2397,515.75,555809.18,2024,8719.04,Joseph Allen,True,NM-BE-11742,158.75,Within band
P-100448,10448,"2132 Clearwater Ct, Apt 24C, Wichita, KS 40984",2132 Clearwater Ct,Apt 24C,Wichita,KS,40984,Sedgwick,40.554702,-91.11962,Townhouse,1,1.0,1726,7862,1983,41,351359.49,2024-07-31,622,203.57,320694.37,2024,2711.43,Timothy Hill,False,KS-SE-68160,168.12,Within band
P-100450,10450,"6350 Ridgewood Rd, Tulsa, OK 34057",6350 Ridgewood Rd,,Tulsa,OK,34057,Tulsa,32.722564,-156.474289,Single Family,1,2.5,1026,11419,1938,86,851854.13,2024-11-15,515,830.27,704932.99,2024,10282.27,Jessica Thomas,True,OK-TU-65868,128.71,Under-assessed
P-100451,10451,"5203 Broadway, Apt 15D, St. Louis, MO 35891",5203 Broadway,Apt 15D,St. Louis,MO,35891,St. Louis,27.490511,-141.650111,Condo,3,3.0,5322,12666,2001,23,277092.78,2016-08-11,3533,52.07,286621.08,2022,5563.93,Margaret Sanchez,True,MO-ST-71697,180.87,Within band
